,game_name,release_date,original_price($),discount_price($),steam_rating
1612,The Drone Racing League Simulator,"1 Nov, 2017",11.49,,79.02%
1613,Twilight Struggle,"13 Apr, 2016",11.49,,82.96%
1614,Mystery Case Files: Black Crown Collector's Edition,"27 Nov, 2019",11.49,,78.30%
1615,IIslands of War,"12 Mar, 2020",11.49,,80.90%
1616,Sakura Succubus,"31 Mar, 2020",11.49,,73.55%
1617,HEX Hacking Simulator,"31 Jul, 2020",11.49,,68.15%
1618,Wolf Tails,"4 May, 2018",11.49,,89.13%
1619,Dark Prospect,"11 Aug, 2020",11.49,,67.06%
1620,The White Laboratory,"28 Mar, 2019",11.49,,73.39%
1621,Delicious - Emily's Hopes and Fears,"2 Jan, 2017",13.99,,79.45%
1622,NEKO-NIN exHeart 3,"18 Oct, 2019",11.49,,85.76%
1623,Her Story,"24 Jun, 2015",11.49,5.74,86.93%
1624,Micro Machines World Series,"29 Jun, 2017",11.49,,31.04%
1625,Tasty Planet Forever,"16 Oct, 2018",11.49,,77.44%
1626,Titans of Space PLUS,"19 Dec, 2019",11.49,,83.95%
1627,Analogue: A Hate Story,"27 Apr, 2012",11.49,,89.36%
1628,Ryse: Son of Rome,"10 Oct, 2014",11.49,,82.92%
1629,Baldi's Basics Plus,"11 Jun, 2020",11.49,,88.94%
1630,Endless Fables: The Minotaur's Curse,"15 Dec, 2016",10.99,,82.51%
1631,STASIS,"31 Aug, 2015",11.49,,77.89%
1632,Flamebreak,"16 Oct, 2015",11.49,,86.95%
1633,18 Wheels of Steel: Pedal to the Metal,"5 Jun, 2020",11.49,,63.89%
1634,Hedon,"16 May, 2019",11.49,,87.06%
1635,Canvas Hockey,"5 Aug, 2020",11.49,,75.71%
1636,True Fear: Forsaken Souls Part 2,"2 Nov, 2018",11.49,,83.45%
1637,The Land of Pain,"13 Sep, 2017",11.49,,68.84%
1638,Hate Plus,"19 Aug, 2013",11.49,,80.36%
1639,Reiko's Fragments,"28 Oct, 2019",11.49,,75.75%
1640,There Was the Moon,"24 Jul, 2020",11.49,,77.87%
1641,Bitcoin Trader,"3 May, 2018",3.39,0.61,37.55%
1642,Retrowave,"6 Mar, 2020",2.29,,91.10%
1643,Fairy Fencer F,"4 Aug, 2015",11.49,,86.37%
1644,Car Mechanic Simulator 2015,"2 Apr, 2015",21.99,2.19,89.22%
1645,Zombo Buster Advance,"7 Aug, 2020",5.69,,75.71%
1646,Granny: Chapter Two,"30 Dec, 2019",5.69,,86.02%
1647,Fabulous - New York to LA,"1 Oct, 2019",14.49,,79.71%
1648,Half-Life 2: Deathmatch,"1 Nov, 2004",5.69,,87.02%
1649,Wenjia,"17 Oct, 2018",10.29,,77.77%
1650,Sky Sanctuary,"31 Jul, 2020",10.29,,73.63%
1651,How To Date A Magical Girl!,"31 Jan, 2019",10.29,,79.28%
1652,Virtual Families,"6 May, 2009",10.99,,67.39%
1653,Shera and the Three Treasures,"14 Dec, 2019",17.49,12.24,75.37%
1654,Your Quest 2,"24 Jan, 2020",11.49,,67.06%
1655,Monster Slayers,"23 Mar, 2017",9.99,,76.72%
1656,Helldorado,"30 Apr, 2009",10.99,,67.23%
1657,Wings of Prey,"8 Jan, 2010",10.99,,63.35%
1658,Lucius,"26 Oct, 2012",10.99,,78.56%
1659,Evil Genius,"22 Jun, 2009",10.99,,90.86%
1660,Magic: The Gathering - Duels of the Planeswalkers 2013,"20 Jun, 2012",10.99,,82.94%
1661,Aurora Dusk: Steam Age,"8 Mar, 2019",10.99,,77.56%
1662,Long Live The Queen,"8 Nov, 2013",10.99,,91.86%
1663,DanielX.net Paint Composer,"30 Jan, 2020",12.49,,69.20%
1664,Kane & Lynch 2: Dog Days,"17 Aug, 2010",10.99,,59.45%
1665,Fabulous - Angela's Wedding Disaster,"30 Apr, 2018",14.49,,72.59%
1666,Scania Truck Driving Simulator,"27 Feb, 2014",10.99,,74.76%
1667,Final Soccer VR,"18 Nov, 2016",21.99,5.49,74.76%
1668,Asura: Vengeance Edition,"14 Apr, 2017",10.99,,81.36%
1669,Sid Meier's Railroads!,"4 May, 2007",10.99,,66.13%
1670,System Shock 2,"10 May, 2013",10.99,,90.83%
1671,Solar 2,"17 Jun, 2011",10.99,,86.55%
1672,BUTCHER,"5 Oct, 2016",10.99,,83.01%
1673,Seven Kingdoms 2 HD,"4 Feb, 2015",10.99,,73.37%
1674,Parker & Lane: Twisted Minds,"21 Dec, 2018",14.49,,64.73%
1675,World's Dawn,"25 Jan, 2016",10.99,,76.83%
1676,Dreadhalls,"9 Mar, 2017",10.99,,86.62%
1677,S.T.A.L.K.E.R.: Clear Sky,"15 Sep, 2008",10.99,,85.11%
1678,Market Tycoon,"11 May, 2017",10.99,,60.33%
1679,Killing Room,"20 Oct, 2016",10.99,,67.42%
1680,GAROU: MARK OF THE WOLVES,"7 Dec, 2016",10.99,,87.22%
1681,Home Wars,"13 Jun, 2017",10.99,,67.24%
1682,Virginia,"22 Sep, 2016",10.99,,64.23%
1683,Redneck Rampage,"4 Jan, 2017",10.99,,66.07%
1684,Hospital Tycoon,"13 Feb, 2009",5.49,,40.24%
1685,Ben and Ed,"8 Dec, 2015",10.99,,75.31%
1686,Stormhill Mystery: Family Shadows,"29 Jan, 2019",8.99,3.59,66.41%
1687,E.Y.E: Divine Cybermancy,"29 Jul, 2011",10.99,,81.21%
1688,Ocean Rift,"13 Sep, 2017",10.99,,74.64%
1689,Kitty Powers' Matchmaker,"22 Apr, 2015",10.99,,89.03%
1690,Primordia,"5 Dec, 2012",10.99,,93.06%
1691,The Longest Journey,"1 May, 2007",10.99,,87.03%
1692,Home Design 3D,"20 Nov, 2015",10.99,,75.17%
1693,Overlord II,"23 Jun, 2009",10.99,,84.58%
1694,Kalimba,"22 Apr, 2015",10.99,,85.88%
1695,Skullgirls,"22 Aug, 2013",10.99,,91.75%
1696,Panzermadels: Tank Dating Simulator,"9 Mar, 2016",10.99,,87.45%
1697,Alvora Tactics,"1 Jun, 2017",10.99,,81.07%
1698,Sakura Spirit,"9 Jul, 2014",10.99,,76.78%
1699,Ms. Splosion Man,"3 Apr, 2013",10.99,,72.50%
1700,Hero and Daughter+,"18 Feb, 2016",10.99,,80.87%
1701,Rakuen,"10 May, 2017",10.99,,93.18%
1702,Fallout 3,"28 Oct, 2008",10.99,,77.02%
1703,Airline Tycoon Deluxe,"14 Nov, 2014",10.99,,70.39%
1704,White Noise Online,"22 May, 2014",5.49,,61.65%
1705,Comedy Night,"24 Aug, 2017",5.49,,74.76%
1706,Giants: Citizen Kabuto,"2 Dec, 2016",10.99,,83.42%
1707,Day of Defeat: Source,"26 Sep, 2005",11.49,,88.10%
1708,bit Dungeon III,"3 May, 2019",11.49,5.74,72.98%
1709,Risen 3 - Titan Lords,"15 Aug, 2014",16.99,4.24,70.71%
1710,Dead Island Retro Revenge,"1 Jun, 2016",5.49,,56.15%
1711,A Gummy's Life,"2 Oct, 2018",17.49,10.49,76.43%
1712,Devil Daggers,"18 Feb, 2016",4.99,,92.01%
1713,Shadows Peak,"13 Mar, 2017",11.49,,66.71%
1714,Blood Code,"29 Dec, 2015",11.49,5.74,70.97%
1715,Dodgeball Simulator VR,"26 Dec, 2018",11.49,,68.00%
1716,Birthdays the Beginning,"9 May, 2017",11.49,,57.75%
1717,Bridge Constructor Portal,"20 Dec, 2017",11.49,,87.58%
1718,Deeproot Manor,"22 May, 2020",10.29,,69.20%
1719,東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival,"17 Aug, 2018",10.29,,90.68%
1720,OBEY,"12 May, 2020",8.99,,80.51%
1721,Hot Lava,"19 Sep, 2019",22.79,,89.59%
1722,Misao: Definitive Edition,"25 Oct, 2017",5.69,,90.93%
1723,Ghost Town Mine Ride & Shootin' Gallery,"28 Oct, 2016",9.99,,80.60%
1724,Vampire Legends: The True Story of Kisilova,"3 Dec, 2015",10.99,3.29,79.52%
1725,Tricky Towers,"2 Aug, 2016",16.99,,87.45%
1726,Crime Secrets: Crimson Lily,"14 Jul, 2016",10.99,3.29,68.13%
1727,Sword With Sauce,"20 Mar, 2018",3.39,,81.47%
1728,Escape Legacy VR,"20 Dec, 2018",11.49,4.59,70.75%
1729,TSIOQUE,"7 Nov, 2018",15.49,10.06,91.27%
1730,Last Will,"29 Aug, 2016",9.99,,69.04%
1731,Heroes of Might & Magic V: Tribes of the East,"10 Oct, 2008",9.99,,87.76%
1732,Super Kickers League,"24 Jan, 2020",19.99,9.99,64.08%
1733,Feel The Snow,"12 Dec, 2019",9.99,,85.16%
1734,Guns of Icarus Alliance,"31 Mar, 2017",4.99,,73.12%
1735,Mini Healer,"24 Apr, 2020",8.99,,88.24%
1736,MicroTown,"30 Aug, 2019",8.99,,87.40%
1737,Force of Nature,"13 Dec, 2016",8.99,,72.51%
1738,The Last Door - Collector's Edition,"20 May, 2014",10.99,,89.94%
1739,The Last Door: Season 2 - Collector's Edition,"29 Mar, 2016",10.99,,87.42%
1740,Launch Party,"19 May, 2020",17.49,11.36,62.51%
1741,Mad Father,"23 Sep, 2016",5.49,,91.37%
1742,Mad Father,"23 Sep, 2016",5.49,,91.37%
1743,Octogeddon,"8 Feb, 2018",9.88,,81.31%
1744,Bean Battles,"22 Aug, 2018",1.19,,91.00%
1745,Flying Hero VR,"19 Jun, 2020",11.49,9.76,84.95%
1746,The Secret of Monkey Island: Special Edition,"15 Jul, 2009",11.49,,91.19%
1747,Demolish & Build 2018,"8 Mar, 2018",11.49,1.14,70.43%
1748,Splendor,"17 Sep, 2015",10.99,,73.67%
1749,Governor of Poker 2,"11 Oct, 2010",8.99,,69.65%
1750,Learn Japanese To Survive! Kanji Combat,"1 Aug, 2018",10.29,,80.01%
1751,Sakura Succubus 2,"20 Jul, 2020",11.49,,78.83%
1752,Sinister Halloween,"31 Oct, 2019",11.49,,70.08%
1753,Zefira,"10 Jan, 2020",13.49,10.11,66.33%
1754,Precipice,"1 May, 2019",8.99,,75.70%
1755,Lithium City,"15 Jun, 2020",8.99,,83.36%
1756,Farming Simulator 2011,"29 Oct, 2010",8.99,,81.11%
1757,One Finger Death Punch 2,"15 Apr, 2019",8.99,,92.69%
1758,Car Dealer,"19 Apr, 2020",8.99,,61.41%
1759,Rise of Liberty,"30 May, 2019",8.99,,82.99%
1760,Kaori After Story,"3 Dec, 2018",11.49,,90.66%
1761,Old Man's Journey,"17 May, 2017",8.79,,84.28%
1762,Space Channel 5: Part 2,"4 Mar, 2011",8.79,,84.08%
1763,Jet Set Radio,"19 Sep, 2012",8.79,,83.69%
1764,Voxel Turf,"13 Sep, 2017",8.79,,79.16%
1765,Giant Machines 2017,"29 Sep, 2016",21.99,,67.10%
1766,RaidTitans,"6 Feb, 2020",10.29,7.71,79.04%
1767,3..2..1..Grenades!,"21 Jun, 2017",8.79,,79.32%
1768,Bus Driver,"3 Jun, 2014",8.79,,73.61%
1769,SNIKS,"12 Aug, 2020",3.39,2.71,59.42%
1770,Mount & Blade,"3 Nov, 2008",10.99,,89.21%
1771,Zooicide,"30 Jun, 2017",5.49,,62.32%
1772,Devil's Hunt,"17 Sep, 2019",17.49,4.37,46.46%
1773,Mable & The Wood,"23 Aug, 2019",17.49,4.37,62.00%
1774,Leanna's Slice of Life,"8 Mar, 2019",17.49,8.74,78.22%
1775,Never Give Up,"13 Aug, 2019",17.49,8.74,81.30%
1776,Record of Agarest War Mariage,"31 Jan, 2019",17.49,,64.22%
1777,Hold The Fort,"6 Jun, 2019",17.49,8.74,72.20%
1778,Betrayal Collection,"15 Dec, 2016",7.99,,73.87%
1779,YORG.io,"23 May, 2019",4.65,,84.70%
1780,Iris.Fall,"7 Dec, 2018",17.49,7.87,85.73%
1781,Darkness and Flame: Missing Memories,"24 Oct, 2017",7.99,2.79,79.83%
1782,New York Mysteries: Secrets of the Mafia,"22 May, 2015",7.79,2.72,84.30%
1783,Knight Bewitched 2,"10 Aug, 2020",11.49,9.19,67.06%
1784,Pajama Sam 2: Thunder And Lightning Aren't So Frightening,"1 May, 2014",7.79,,87.62%
1785,The Endless Journey,"19 Jan, 2018",11.49,,80.19%
1786,Creepy Tale,"21 Feb, 2020",5.69,,83.90%
1787,Space Rangers HD: A War Apart,"15 Mar, 2013",16.99,4.24,91.28%
1788,ArcaniA,"15 Oct, 2010",21.99,5.49,52.22%
1789,Red Faction II,"6 Aug, 2009",10.99,,52.59%
1790,Red Faction,"5 Aug, 2009",10.99,,84.82%
1791,Evoland,"4 Apr, 2013",10.99,,80.52%
1792,Knight Eternal,"5 Nov, 2019",7.99,,75.10%
1793,Swords and Sandals 2 Redux,"29 Jun, 2017",7.99,,70.25%
1794,On The Western Front,"5 Oct, 2018",10.99,,66.83%
1795,ReThink | Evolved 3,"13 May, 2019",11.49,,78.30%
1796,Call to Power II,"18 Apr, 2017",7.99,,52.98%
1797,Creme de la Creme,"27 Nov, 2019",7.99,,76.62%
1798,Monsters' Den: Godfall,"6 Jul, 2017",16.99,8.49,78.74%
1799,Moose Life,"13 Aug, 2020",7.99,,75.00%
1800,Genital Jousting,"18 Jan, 2018",7.99,,88.79%
1801,Cat in the Box,"1 May, 2020",7.99,,88.53%
1802,100% Orange Juice,"16 May, 2014",7.99,,90.82%
1803,Falcon 4.0,"8 Jan, 2016",7.79,,71.82%
1804,D&D Lords of Waterdeep,"1 Sep, 2017",7.99,,86.41%
1805,Gutwhale,"6 Apr, 2020",5.69,3.98,83.62%
1806,Slave's Sword 2,"22 Feb, 2019",17.49,8.74,67.06%
1807,Seed of Evil,"2 Nov, 2018",14.49,7.24,74.61%
1808,Earth 2150 Trilogy,"1 Nov, 2013",7.79,,71.81%
1809,ReThink | Evolved 2,"9 Apr, 2018",11.49,,80.28%
1810,Great Big War Game,"28 Aug, 2012",7.79,,78.34%
1811,The Metronomicon: Slay The Dance Floor,"29 Sep, 2016",21.99,4.39,81.53%
1812,Slave's Sword,"14 Dec, 2018",17.49,8.74,71.39%
1813,ROMBIE,"23 Mar, 2018",10.29,,72.28%
1814,Feria d'Arles,"6 Dec, 2019",4.65,3.72,79.23%
1815,Disciples II: Gallean's Return,"6 Jul, 2006",7.79,,74.47%
1816,Rise of the Triad: Dark War,"5 May, 2014",7.79,,76.24%
1817,Hylics,"2 Oct, 2015",3.29,,92.11%
1818,Fleet Defender: The F-14 Tomcat Simulation,"30 Oct, 2014",7.79,,71.78%
1819,RC-AirSim - RC Model Airplane Flight Simulator,"27 Feb, 2017",7.79,,65.00%
1820,Cat Goes Fishing,"19 Jan, 2015",7.79,,88.87%
1821,Tomb Raider: Legend,"29 Mar, 2007",7.79,,84.69%
1822,Freddi Fish 2: The Case of the Haunted Schoolhouse,"1 May, 2014",7.79,,86.79%
1823,Trapped on Monster Island,"4 Oct, 2019",11.49,8.04,61.79%
1824,Curling World Cup,"8 May, 2018",9.99,,38.89%
1825,Grim Legends: The Forsaken Bride,"21 Aug, 2014",10.99,,90.52%
1826,Eventide: Slavic Fable,"28 Jan, 2016",10.99,,87.93%
1827,Door in the Woods,"4 Dec, 2019",11.49,7.69,71.80%
1828,Deus Ex: The Fall,"18 Mar, 2014",10.99,,35.03%
1829,Antarctica 88,"12 Aug, 2020",8.99,7.64,71.55%
1830,Blood and Bacon,"1 Feb, 2016",1.09,,92.46%
1831,Antigraviator,"6 Jun, 2018",22.79,6.83,64.54%
1832,Gold Rush! 2,"28 Apr, 2017",12.49,,56.32%
1833,Cursed Treasure 2,"21 Jul, 2017",5.49,1.86,78.28%
1834,Disney's Hercules,"17 May, 2019",6.69,,75.10%
1835,Kopanito All-Stars Soccer,"16 Nov, 2016",6.69,,80.25%
1836,Geometry Arena,"8 Apr, 2020",6.69,,91.44%
1837,Hnefatafl,"30 Apr, 2020",6.69,,77.41%
1838,Indiana Jones® and the Infernal Machine™,"16 Nov, 2018",6.69,,81.81%
1839,Cannibal Cuisine,"20 May, 2020",14.49,7.24,69.43%
1840,Lilipalace,"13 Jul, 2018",14.49,7.24,64.40%
1841,This Strange Realm Of Mine,"19 Jul, 2017",14.49,,76.63%
1842,Train Mechanic Simulator 2017,"23 Mar, 2017",8.99,,62.06%
1843,Sudden Strike Gold,"22 May, 2017",6.49,,77.40%
1844,New York Mysteries: The Outbreak,"2 Dec, 2019",7.99,,73.45%
1845,Slimesphere,"6 Aug, 2020",3.39,,69.20%
1846,Rainy City: Pandemic,"10 Aug, 2020",7.99,6.79,69.20%
1847,Hero Siege,"29 Jan, 2014",7.99,,76.44%
1848,Tesla's Tower: The Wardenclyffe Mystery,"29 Jul, 2016",7.79,,64.78%
1849,Sweet House Love,"13 Aug, 2020",2.29,1.37,59.60%
1850,Fairy Tale Mysteries 2: The Beanstalk,"8 Oct, 2015",10.99,,72.46%
1851,Battlevoid: Harbinger,"24 Feb, 2016",10.99,3.29,74.69%
1852,Typoman,"15 Aug, 2016",11.49,2.29,81.83%
1853,Bionic Hunter VR,"20 Dec, 2019",7.99,3.99,57.96%
1854,Sakura no Mori † Dreamers,"28 Dec, 2017",20.49,6.96,85.93%
1855,Card Hog,"23 Jun, 2020",4.65,3.48,88.14%
1856,House of 1000 Doors: The Palm of Zoroaster,"23 Oct, 2019",7.99,3.19,76.58%
1857,Werewolves: Haven Rising,"26 Jul, 2018",6.69,,77.75%
1858,Microcosmum: survival of cells,"24 Jul, 2015",8.99,,80.46%
1859,Risen,"2 Oct, 2009",10.99,2.74,84.93%
1860,Orc's Civil War,"28 Jun, 2020",6.69,,62.51%
1861,Desktop Kanojo,"23 Apr, 2020",3.39,,82.16%
1862,Stigmatized Property | 事故物件,"25 Oct, 2019",3.39,,75.88%
1863,SLAMMED!,"30 Jan, 2015",6.69,,83.99%
1864,Grim Nights,"12 Oct, 2018",3.39,,84.42%
1865,Armed to the Gears,"8 Apr, 2020",6.69,,68.10%
1866,Maui Mallard in Cold Shadow,"17 May, 2019",6.69,,70.33%
1867,Ant Queen,"17 Jun, 2016",6.69,,58.35%
1868,Farming 6-in-1 bundle,"2 Jun, 2016",6.49,,62.90%
1869,Leisure Suit Larry 7 - Love for Sail,"22 Dec, 2017",6.69,,76.85%
1870,Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored,"18 Dec, 2017",6.69,,70.07%
1871,Florence,"13 Feb, 2020",6.69,,89.15%
1872,Unferat,"31 May, 2020",6.69,,76.12%
1873,Sable's Grimoire: A Dragon's Treasure,"31 Jul, 2020",6.69,,79.39%
1874,Master of Magic,"25 Feb, 2020",6.69,,87.39%
1875,OnsenVR,"30 Nov, 2017",6.69,,67.20%
1876,Escape from Monkey Island™,"16 Nov, 2018",7.99,,59.68%
1877,Intralism,"4 Nov, 2016",3.29,,84.99%
1878,King of Booze: Drinking Game,"9 Sep, 2016",3.29,,75.12%
1879,Super 3-D Noah's Ark,"23 Jun, 2015",5.49,2.19,83.92%
1880,EBOLA,"10 Jul, 2019",15.49,5.73,47.51%
1881,TY the Tasmanian Tiger 4,"17 Sep, 2015",6.49,,75.51%
1882,Hidden in Plain Sight,"16 Jul, 2014",6.49,,90.61%
1883,Double Dragon Trilogy,"15 Jan, 2015",6.49,,55.53%
1884,Hero of the Kingdom,"14 Nov, 2013",6.49,,89.26%
1885,Monsters' Den Chronicles,"8 Aug, 2019",6.69,,72.42%
1886,Cubotrox,"11 Nov, 2016",6.49,,79.14%
1887,Myst: Masterpiece Edition,"2 Feb, 2011",6.49,,73.39%
1888,Wick,"17 Dec, 2015",6.49,,82.46%
1889,Wick,"17 Dec, 2015",6.49,,79.55%
1890,The Crooked Man,"16 Jan, 2018",3.39,,86.23%
1891,Hot And Lovely 3,"25 May, 2020",2.29,,74.63%
1892,Krush Kill ‘N Destroy 2: Krossfire,"23 Jul, 2020",7.99,,78.36%
1893,Krush Kill 'N Destroy Xtreme,"23 Jul, 2020",7.99,,75.44%
1894,New York Mysteries: High Voltage,"12 Jan, 2016",7.79,,83.95%
1895,ArcaniA: Fall of Setarrif,"24 Oct, 2011",16.99,4.24,39.29%
1896,Avadon 3: The Warborn,"14 Sep, 2016",21.99,6.59,81.75%
1897,Aperture Tag: The Paint Gun Testing Initiative,"15 Jul, 2014",5.69,,77.12%
1898,Simmiland,"30 Nov, 2018",5.69,,84.60%
1899,BDSM: Big Drunk Satanic Massacre,"11 Oct, 2019",22.79,,82.84%
1900,House of 1000 Doors: Evil Inside,"11 Mar, 2019",7.99,2.39,62.94%
1901,It Steals,"22 Jul, 2020",5.69,,80.79%
1902,The Sorrowvirus: A Faceless Short Story,"30 May, 2020",6.69,,74.99%
1903,House of 1000 Doors: Serpent Flame,"23 May, 2019",7.99,2.39,73.57%
1904,Candle,"11 Nov, 2016",19.99,1.99,76.77%
1905,Victory At Sea,"8 Aug, 2014",27.99,5.59,70.13%
1906,The Watchers,"6 Feb, 2020",10.29,6.17,63.81%
1907,Guardians of the Ashes,"30 May, 2020",3.39,,72.26%
1908,Enclave,"4 Oct, 2013",5.49,,76.67%
1909,Phantom Brave PC,"25 Jul, 2016",5.99,,83.21%
1910,Anodyne,"22 Mar, 2013",9.99,2.99,79.60%
1911,And All Would Cry Beware!,"24 Jun, 2019",11.49,5.74,77.62%
1912,Root Of Evil: The Tailor,"8 Dec, 2016",7.79,2.72,78.85%
1913,Leviathan ~A Survival RPG~,"30 Nov, 2018",11.49,5.74,69.32%
1914,Guns'n'Stories: Bulletproof VR,"8 Mar, 2018",11.49,5.74,80.54%
1915,Battlestations: Midway,"15 Mar, 2007",7.79,,71.17%
1916,Pokie The Stickfigure,"2 Jul, 2020",5.69,,59.42%
1917,Phantom Thief Celianna,"15 Nov, 2018",14.49,5.79,66.10%
1918,Ultratron,"18 Mar, 2013",11.49,5.74,83.70%
1919,Neptunia Shooter,"21 May, 2019",5.69,,84.19%
1920,Dungeons of Dredmor,"13 Jul, 2011",5.69,,90.76%
1921,Meadow,"26 Oct, 2016",5.69,,86.38%
1922,Galimulator,"16 Mar, 2018",5.69,,77.33%
1923,Onryo | 怨霊,"24 Apr, 2020",5.69,,49.57%
1924,Apprehend;Girlfriend,"16 Jun, 2020",5.69,,61.97%
1925,My Koi,"15 Jul, 2020",5.69,,85.44%
1926,Tzar: The Burden of the Crown,"6 Jun, 2019",5.69,,83.81%
1927,Music Racer,"20 Jul, 2018",5.69,,84.72%
1928,Jesus Strikes Back: Judgment Day (REMASTERED),"10 Jun, 2020",5.69,,72.86%
1929,SIMULACRA,"26 Oct, 2017",5.69,,87.64%
1930,Lords of Magic: Special Edition,"3 Dec, 2015",5.49,,82.11%
1931,Titan Chaser,"29 May, 2020",5.69,,80.11%
1932,1000 days to escape,"25 Jul, 2019",5.69,,76.97%
1933,Knightfall,"4 Sep, 2017",10.99,5.49,77.87%
1934,Puzzle Party,"15 Jun, 2020",5.69,,75.00%
1935,Lumber Island - That Special Place,"1 Oct, 2015",5.49,,68.56%
1936,Adelantado Trilogy. Book Three,"7 Dec, 2017",5.69,,71.55%
1937,Choice of Rebels: Uprising,"9 Nov, 2017",7.99,,81.15%
1938,Handy Harry's Haunted House Services,"31 Jul, 2020",5.69,,85.77%
1939,Furious Goal,"23 Sep, 2019",5.69,2.84,44.86%
1940,Patrician III,"18 Nov, 2010",5.49,,74.97%
1941,Dread X Collection,"26 May, 2020",7.99,5.59,81.19%
1942,King's Bounty: The Legend,"1 May, 2009",7.79,1.94,86.46%
1943,LUXIS,"26 Oct, 2016",5.49,,66.83%
1944,Battle Girls,"6 Jul, 2017",14.49,,78.94%
1945,Crossbow Warrior - The Legend of William Tell,"10 Dec, 2015",5.49,,56.60%
1946,Conquest of Elysium 3,"24 Oct, 2012",10.99,5.49,75.28%
1947,House of 1000 Doors: Family Secrets,"5 Sep, 2019",7.99,2.39,72.28%
1948,3079 -- Block Action RPG,"14 Nov, 2013",5.49,,50.80%
1949,Poker Simulator,"6 Apr, 2018",5.69,,61.95%
1950,Cinderella Escape! R12,"16 Nov, 2015",5.49,,74.24%
1951,Conc Jump,"28 Apr, 2020",5.69,,64.08%
1952,Delta Force 2,"18 Jun, 2009",5.49,,79.45%
1953,Circuits,"17 Apr, 2014",5.49,,85.68%
1954,Summoner,"12 Mar, 2014",5.49,,77.25%
1955,Receiver,"29 Apr, 2013",5.49,,77.36%
1956,Guns of Icarus Online,"29 Oct, 2012",5.49,,88.37%
1957,Skyland: Heart of the Mountain,"17 Jan, 2019",17.49,5.24,73.16%
1958,The Impossible Game,"8 May, 2014",5.49,,80.67%
1959,Gothic II: Gold Edition,"5 Nov, 2010",10.99,2.74,87.58%
1960,Garfield Kart,"16 Oct, 2015",5.49,,86.32%
1961,Holy Potatoes! We’re in Space?!,"14 Feb, 2017",19.99,1.99,64.63%
1962,Deus Ex: Invisible War,"29 Mar, 2007",7.79,,58.31%
1963,Cookies vs. Claus,"3 Dec, 2017",3.39,,80.70%
1964,Monster Bash,"5 May, 2014",5.49,,72.86%
1965,Day of Defeat,"1 May, 2003",5.69,,86.86%
1966,Ricochet,"1 Nov, 2000",5.69,,78.59%
1967,Deathmatch Classic,"1 Jun, 2001",5.69,,78.91%
1968,Survivalist,"30 Jan, 2015",5.49,,76.80%
1969,Queen's Quest 4: Sacred Truce,"26 Apr, 2018",17.49,5.24,68.61%
1970,"Cook, Serve, Delicious!","8 Oct, 2013",10.99,2.74,91.44%
1971,Reign of the Succubus,"26 Apr, 2019",11.49,5.74,56.84%
1972,NEKO-NIN exHeart 2 Love +PLUS,"26 Apr, 2019",5.69,,81.07%
1973,Reigns: Game of Thrones,"18 Oct, 2018",4.65,,74.29%
1974,Polyroll,"29 Oct, 2019",11.49,4.59,76.25%
1975,Alekhine's Gun,"11 Mar, 2016",22.79,4.55,60.37%
1976,Train Train Train,"7 Aug, 2020",5.69,4.55,67.06%
1977,Pandemic Crisis,"15 May, 2020",4.65,,72.17%
1978,Zuma Deluxe,"30 Aug, 2006",4.99,,87.40%
1979,Sentience: The Android's Tale,"2 Jun, 2017",4.49,,83.01%
1980,Home,"31 Aug, 2012",4.99,,65.84%
1981,Bloody Good Time,"29 Oct, 2010",4.99,,73.18%
1982,Big Money! Deluxe,"30 Aug, 2006",4.99,,77.75%
1983,Coronavirus Quarantine Simulator,"16 Jun, 2020",3.39,2.37,58.97%
1984,Typer Shark! Deluxe,"30 Aug, 2006",4.99,,73.33%
1985,The Watson-Scott Test,"19 Oct, 2018",4.99,,61.75%
1986,Forgotten Hill Disillusion,"20 Nov, 2019",5.69,,73.62%
1987,One Finger Death Punch,"3 Mar, 2014",4.99,,95.54%
1988,House of Snark 6-in-1 Bundle,"20 Jul, 2016",12.99,4.54,74.40%
1989,RollerForce,"14 Sep, 2016",5.49,,63.65%
1990,The Sandbox,"29 Jun, 2015",5.49,,57.93%
1991,Barro,"28 Mar, 2018",1.19,0.59,71.39%
1992,Vector Thrust,"2 Jul, 2015",27.99,4.75,50.99%
1993,stikir,"23 Oct, 2019",3.39,2.37,82.79%
1994,Choice of Robots,"19 Dec, 2014",6.69,,92.01%
1995,King's Bounty: Warriors of the North,"25 Oct, 2012",10.99,2.74,78.29%
1996,CastleMiner Warfare,"17 Aug, 2017",5.69,,48.99%
1997,Nekomew's Potty Trouble,"11 Jan, 2018",4.65,,80.51%
1998,MUSYNX,"5 Dec, 2018",4.65,,82.99%
1999,Canadian Football 2017,"26 Jul, 2017",4.65,,56.69%
2000,Lightblade VR,"31 May, 2016",4.49,,76.19%
2001,Gladiator: Road to the Colosseum,"8 Aug, 2019",4.65,,42.61%
2002,The Test,"24 Feb, 2020",2.29,,90.94%
2003,Rum & Gun,"1 May, 2020",5.69,4.55,82.70%
2004,Chicken Assassin: Reloaded,"27 Jun, 2016",5.69,2.27,87.93%
2005,Gold Rush! Anniversary,"7 Nov, 2014",6.69,,55.46%
2006,Leaving Lyndow,"8 Feb, 2017",4.49,,75.33%
